text;label
pygettext doesn't read strings into the .pot file;backend
pygettext doesn't read strings into the .pot file;backend
AttributeError: 'str' object has no attribute 'year';backend
what's the difference between filter and comprehention with if?;backend
How can I print a specific data response from Python Request to LCD?;backend
Exception ConcurrentModificationException;backend
Change value of a json file with another in a loop in python;backend
how to count if a word occurs in a list for a dataframe?;backend
Using in and or together always true in python [closed];backend
How to prevent TypeError: unsupported operand type(s) for +: 'NoneType' and 'float';backend
How to prevent TypeError: unsupported operand type(s) for +: 'NoneType' and 'float';backend
scope of a variable in python for this question;backend
Unparseable Date Exception in Java using Json Data;backend
I made a registration coding for my program where I store the registered student data inside a text.file [closed];backend
Java TextIO problem in the console output;backend
How can I add OFB mode to 3DES with RSA?;backend
Open filename with special characters in python from Windows;backend
break doesn't break while loop. why?;backend
stock span problem error getting wrong ans when stack is empty;backend
Python import MACD and KDJ from Binance;backend
Loading Jar File From Different Folder;backend
Why my code works on online compilers but not on code editors;backend
Super beginners' questions, how is my code not showing in the console when I click and run it? [closed];backend
How can I create a program that can receive this data in decimals?;backend
How do I disable all docker-compose automatic restarts on boot [duplicate];backend
No module named 'urlparse'” when I use import urlparse;backend
Min and Max in python? [closed];backend
having “expected an indented block” in python [duplicate];backend
java program after compilation shows me this error: [closed];backend
No matter what I try I cant print the value I keep getting it <__main__.card object at -->;backend
How to read two lines from file at a time and split into two variables?;backend
combine var in 2 file with only have match some var python;backend
Compilation errors in the files included in the PyYAML-3.10 package while calling the module yaml from a python file;backend
How to debug docker-compose up failed?;backend
Java while loop until conditions are met;backend
OOP Coordinates in grid Java wont work. How to program? [duplicate];backend
Can you make this function more efficient? Thank you [closed];backend
Open source onboard file sync usb program. Need to allow user input paths with config.ini, but issues;backend
Python - Move each character until end of string without reusing original string;backend
Docker container not created after stack deploy. Where can I find error logs?;backend
Does the Python 3.7+ spec guarantee `collections.OrderedDict is not dict`?;backend
The import javax.xml.bind cannot be resolved [duplicate];backend
How to determine if left / right or middle click is pressed on JButton ActionPerformed in java? [duplicate];backend
Fatal Python error: Py_Initialize: Unable to get the locale encoding without $PYTHONPATH;backend
scatter plot to also represent the repetition of values using color bar;backend
breaking down list comprehension in python [duplicate];backend
Doing x = self.x in methods to avoid typing? Is it bad? [duplicate];backend
Export internal files during build;backend
python style guide by google - clarification on properties;backend
difficulty on method parameters for squaring numbers [closed];backend
SyntaxError invalid syntax when running Crontab in Python 3.8;backend
how to delete certain thing json list? [duplicate];backend
How to use Java Tester as well as the main Java Class for Fractions such as Half or Quarter;backend
Why are some of the mysql tables lost when restoring from a dump in a docker container?;backend
We have more than a thousand variable.But we can't count that many variables.So is there a function in Python that can say how many variable we have?;backend
Cleaner Python suggestions;backend
Java Get/Set date program won't compile [closed];backend
Proper way to check if a specific parameter value was passed as kwargs;backend
How to require validation in python?;backend
urllib.error.HTTPError: HTTP Error 403: Forbidden for urlretrieve;backend
How to implement a single ArrayList in parent class that's in common to all extending classes?;backend
Cartesian Product of list with mixed value types;backend
Passing arraylist in function and changing its reference, does not work outside the function [duplicate];backend
Is there a way to make it faster and more generic to do this question?;backend
How do I create a new array with fewer elements than a given array?;backend
How to send a message from my name (my account, not the bot) in Telegram using Python?;backend
Error while trying to pass a text file as argument;backend
Modify HOST /etc/hosts on docker-compose up;backend
Why am i getting the valueerror? [duplicate];backend
bmi calculator is giving me the wrong conversion not sure why;backend
Why is my python code running stuff that i did not tell it to do? [closed];backend
How to write something on vscode terminal using python script [closed];backend
How to output complete details;backend
Java failing to initialise classes to represent geoJson structure;backend
Trouble with accurately removing Nodes in a LinkedList;backend
Order a List in Map java;backend
My functions error when I try to call them. Can someone have a look?;backend
Extract time from datetime object and compare with string time;backend
upload base64 file with parameter using rest client;backend
Python save images with open CV to an array in a sorted way according to the image name;backend
Daily rate of return based on limited values - pandas;backend
Saving a csv with current date and time;backend
Count element in column [duplicate];backend
Anonymous caller does not have storage.objects.get access to the Google Cloud Storage object;backend
Python string of bytes(?) to bytes;backend
Difficulty in plotting 3D data, plot_wireframe python matplotlib;backend
Could Not Load Main Class (Java);backend
Laravel sail: login as root or create an root user;backend
Expand SimpleNamespace to handle AttributeError;backend
docker-compose add a hostname to a service;backend
Understanding the “and” operator - Why is “None and None” not False? [duplicate];backend
How to implement iterator for binary tree in breadth-first order;backend
Which class's constructor is called for the Person[]::new;backend
How do I get multiple max values in python dictionary? [duplicate];backend
I am with in range using pop but still get an error of out of range;backend
How to format String in Java?;backend
Converting Text Files into Excel Table;backend
Hit rest api's in different time interval;backend
Python magic functions vs %%writefile;backend
Get first date of week by week number of month [duplicate];backend
What is the result of unpacking with * or **? [duplicate];backend
How to open subprocess while another is running?;backend
Bitdefender blocks pyinstaller when I install it;backend
Does it makes sense to use Docker containers on production VPS/VDS?;backend
How to remove noise of base64 encoded string in python?;backend
Data Structures with or without collection framework?;backend
How can I fix my python word descrambler?;backend
Check for separator after every 2 characters;backend
How do I make the player move once and then stop for a bit when it reaches a 'Tile';backend
Java abstract primitive array addition;backend
need help understand, java: <identifier> expected in the below code;backend
need help understand, java: <identifier> expected in the below code;backend
Valid Palindrome [duplicate];backend
Valid Palindrome [duplicate];backend
Tic-Tac-Toe Game - Errors and AI;backend
Serving NGINX Docker Container on NGINX Reverse Proxy how to redirect all routes to index.html;backend
Is it possible to specify the function type using -> [closed];backend
what is the another solution of getting the log of my data-set?;backend
Validating user input Python [closed];backend
How to check if elements of tuple A are in another tuple B and the elements are in the same sequence in the start of tuple_B?;backend
Can't figure out where my getter method goes wrong (Java);backend
Python function to check if number is prime [duplicate];backend
Simpler Way To Build Dict of Frequencies [duplicate];backend
I know this is basic, but I'm brand new to Python. I'm using Python 3 and my coding problem I cannot get the print function to work with the input [duplicate];backend
cannot import name 'Stocker';backend
convert string integor with commas and dot to float;backend
Java Recursion Problem - Get Duplication When Printing;backend
Why does my code keep crashing when trying to setup my collide system?;backend
how to calculate the total duration;backend
How to manipulate the *args input of a function?;backend
I'm new to python, and i am getting a error for the first if statement [closed];backend
can't understand the meaning of the line datasets[l.split()[2]].append(l);backend
How to find volume files from host while inside docker container?;backend
How do you make sure that the user inputs the correct type (list in my case) when creating an object class Python;backend
Create a function that computes how many proper fractions you can build with a given denominator using Python [duplicate];backend
Python isnt recognizing basic graphics functions;backend
what does it mean missing return statement? [duplicate];backend
How to generate the output directory for a Nextflow process within the docker container?;backend
Java RPS game with Rounds;backend
Continuous colorbar and color normalisation;backend
Calculate sum or average based on between dates;backend
Get first value in dict from a list of keys;backend
Why does Python not show which method raised an error when it gets wrong arguments? [duplicate];backend
if statement on all elements in row;backend
Open Website and Check for String. Continue if To Next Iteration If Found;backend
beginner python name formatting and slicing strings [duplicate];backend
How to add number in beginning in array java;backend
Filter by first element from Java List;backend
When running a java command with the -jar option, can you supply additional libraries using -cp?;backend
Python code to to extract contents between multiple “start” and “end”;backend
How To Find Type, Total Space, Free Space And Usable Space Of All Drives In Java?;backend
Change the output of an array;backend
Why docker-compose build is creating so many interdependent images;backend
Find Variable When Opening Up Web Browser;backend
How to fix this algorithm?;backend
CSV python database;backend
Writing to a new file with conditions [closed];backend
In Dockerfile, COPY all contents of current directory except one directory;backend
Whats the difference between + and | when adding to another variable? [duplicate];backend
About taking a variable inside the loop and taking it ouside [duplicate];backend
converting .txt with space as delimiter to .csv with comma as delimiter;backend
Parameter passing without getting an stackoverflow error in Java [duplicate];backend
Parameter passing without getting an stackoverflow error in Java [duplicate];backend
AttributeError: 'AttributeError' object has no attribute 'To';backend
splitting str into int and then turning into a dictionary [duplicate];backend
Comma separated agument evaluation [duplicate];backend
Python contour creator;backend
Runtime error in UVA Online Judge, Problem 839, Python;backend
ask to create new empty file python input name from txt [closed];backend
Not getting expected output-Paper folding problem;backend
Flask - default parameters ignored on recursive function call (values accumulated between separate calls) [duplicate];backend
I can't do the factorial calculation and addition function [closed];backend
regular expression that preseves one or more leading underscore;backend
error Database connection failure: could not translate host name “db” to address: Temporary failure in name resolution in docker container;backend
how to display more than 1 image on google colab;backend
how to display more than 1 image on google colab;backend
Python pyautogui Attribute error display mouse position;backend
Downloading csv file from web site using python BeautifulSoup;backend
How can i wait for a reply in a dm channel from a specific user without using on_message event;backend
Only indeed pages work well when I run this files;backend
how to check is python command is using some external api over internet internally [closed];backend
How do I print a string over multiple lines depending on length Python? [duplicate];backend
Trying to use a dictionary to validate a state 2 letter abbreviation;backend
Docker run can't find the directory;backend
Is there any function in which .wav file will generate;backend
Use cumulative sum to assign a value in python/pyspark;backend
Issue in importing ethnicolr package;backend
Count numbers of vowels and consonants from a given string;backend
can you open command prompt with python?;backend
Java is updating a variable when I don't want it to [duplicate];backend
How do you determine the size of a composite data type?;backend
How do you determine the size of a composite data type?;backend
How to add, calculate and filter those elements that are less than average without using repetitive cycles;backend
Subplot from multi excels;backend
How to use Docker HEALTHCHECK?;backend
Count showing up as NaN;backend
10.1.3 Guess the Word, Part 2 Help Needed;backend
Java Annotation Processor: only generate a source file if it does not exist;backend
Adding custom name suffixes to Nameparser in Python;backend
Adding custom name suffixes to Nameparser in Python;backend
Why I don't see my website django server?;backend
Restart docker container with a new image when it dies;backend
Find largest letter that occurs in upper and lowercase;backend
How do you count occurrences of each element in an array?;backend
Algebraic pyramid python challenge- more efficient way?;backend
Is running Testing script using override Entrypoint an antipattern in Docker?;backend
Replacing items in a list the traditional way;backend
Pip installing “win10toast” on vscode, module wont show up?;backend
Reading Data from a txt File in Java;backend
How can I call multiple constructors using inheritance in java?;backend
How to compare specific number of words among two lists of strings in Python;backend
Unable to call Multiple methods in Main method of Java Calculator program;backend
Java Input Validation Design;backend
Replicating each row of the dataframe for 30 days (i.e. a month) using for loop;backend
Docker-compose can't open address;backend
How can i group and sum elements in matrix, without using itertools.groupby?;backend
i had a run time error (Exception in thread “main” java.util.NoSuchElementException: No line found at java.util.Scanner.nextLine(Scanner.java:1540) [duplicate];backend
Java get user input while user is typing (no raw mode);backend
What is the purpose of 'list' function before the filter function? [duplicate];backend
Replace day of a date in a dataframe column;backend
Need to Get 4 URLs in Output After Remove Letter S but Get only Last URL;backend
Python - .split(), - two arguments;backend
“ Using switchCase with null ” [duplicate];backend
Deriving special period based on date from file - Python;backend
Java API request [duplicate];backend
Is there a way for combining all the terms in a set in python?;backend
python: how to sort a string alphabetically and by len;backend
Missing check of list of key:value elems;backend
Changing OS JAVA system properties;backend
Problem with line 481 on my program and it is saying syntax error but the syntax seems fine;backend
Determine if function is being set to variable or simply executed in Python;backend
Determine if function is being set to variable or simply executed in Python;backend
Python key match between dictionary and nested dictionary and write new value to nested dictionary;backend
Check if user has leveled up;backend
Can't install Ball module;backend
How do I create a formal parameter for a class object?;backend
How to calculate covariance and correlation without using built in functions?;backend
Edhesive 7.5 code practice GPA average Python;backend
Value is showing as 10 even though it subtracted score twice;backend
Pyinstaller exe not working on other computer(with other windows ver.);backend
Is there any way to query java heap like OQL in debugger and heap analysers, but at runtime;backend
How to fix Unbound Local Error in my code in Python?;backend
How To Hide Printed Text;backend
Having trouble installing Paddle Module;backend
Docker Run Command - Why does “docker run <image ID> echo 'foo'” work, but /bin/sh -c echo 'foo' doesn't? They should be equivalent;backend
TreeSet not arranging value in ascending order;backend
How to fix error: “in string” requires string as left operand not tuple?;backend
Invalid literal python fortune teller [closed];backend
Most efficient way to round a timestamp to the nearest 10 seconds;backend
Python , how do I get the percentage accuracy between 2 list of lists;backend
.get() only if value is not None;backend
Using the same variable in two different functions;backend
raise KeyError(key) from err;backend
Sort file which is too large to fit in memory in Java;backend
Is there any other more efficient approach for getting the possible moves in a Matrix and for iterating over them?;backend
How to Give Module Access to Non-Python File;backend
Connect Xampp to Netbeans IDE (8.0.2);backend
How do I prevent swarm containers from becoming orphans upon removing the stack?;backend
How do I prevent swarm containers from becoming orphans upon removing the stack?;backend
Python Script - Paho mqtt client- User Name und Password , Image URL;backend
Exiting a for loop via try/catch;backend
I am having trouble in if-elif statements in python;backend
Can't connect to docker container on localhost [duplicate];backend
Why is does the generic <R> go before the return type?;backend
Why is does the generic <R> go before the return type?;backend
Python Conditionals;backend
Docker-compose how add volume to save logs from java app in windows/mac;backend
Java : check if two lists of map have the same elements;backend
Java : check if two lists of map have the same elements;backend
"TypeError: expected str, bytes or os.PathLike object, not Series""";backend
Which Concurrent Queue that I need to use in Java?;backend
Built-in methods does not work directly on the values of the object, but works when reference to the object is being passed [duplicate];backend
How do I terminate a .pyw background task?;backend
How can I remove a phrase from a string but not the individual words;backend
GUI won't open and not sure how to make variables;backend
Why do I only get 'Python' when I try to check my Python version?;backend
Flattening list;backend
Can I make the first element in a generator return something special/different?;backend
java.lang.UnsupportedClassVersionError even when $JAVA_HOME is correct;backend
How to call a variable in python using a wildcard on its name [duplicate];backend
Adding the app made by pyinstaller to the windows app list;backend
yfinance gui string not defined?;backend
“TypeError: unhashable type: 'set'” for python discord bot;backend
When running code, sorting method prints same exact array numbers when the second array should be sorted in ascending or descending order;backend
input results in an EOFError only while in a different thread;backend
Getting Exception when using the Flink State Processor API to write a new SavePoint;backend
Using curve_fit to a function defined by indefinite integral in Python;backend
How to find the power required to 2 for a known value in Python;backend
How can class name be used as data type?;backend
How can I check if a number is negative?;backend
Removing Data from a Dictionary;backend
Figure axes text, ticks and labels;backend
Change pandas dataframe column values based on other columns in dataframe;backend
Docker volume is empty;backend
Image data of dtype <U54 cannot be converted to float;backend
String comparison resulting in incorrect result;backend
Display string horizontally or in row Java;backend
Display string horizontally or in row Java;backend
os.getenv('TOKEN') returns None with TOKEN defined in .env [duplicate];backend
Converting a single list element within a list to multiple elements within the containing list (in place);backend
Check if a Python list item contains a string inside another string but with conditions;backend
why phpmyadmin does not log-in in laravel with docker?;backend
storing an answer as a print statement to be used later in a print statement [closed];backend
Python Memoization failing on Leetcode;backend
Python Memoization failing on Leetcode;backend
Docker compose mounts volume for one service only;backend
Printing a void function executes function;backend
How to null check and return a value in a generic way;backend
Cannot import a module in Python;backend
Create Microsoft Office Wordart with Python;backend
Can I patch an arbitrary object instance to throw when used?;backend
Importing variables from another python file;backend
Converting for loop generated tabular data into Data frame;backend
random nr gen python (title isnt working constantly) [duplicate];backend
Pyramid inside a rectangle pattern;backend
python not excecuting if statement [duplicate];backend
for some reason i keep getting a unindent does not match any outer indentation level (i just started python);backend
Docker on Ubuntu-Host - JLink passthrough;backend
else & elif statements seems that is not working in Python;backend
Unable to change a variable in running python program;backend
How do I print strings in a variable length list?;backend
How do I print strings in a variable length list?;backend
Get the difference between two video frames as a percentage [closed];backend
How can i fix this error: too many values to unpack (expected 4) for the code gievn below?;backend
Get table output based on scatter point;backend
SQLState[HY000] Connection refused Laravel with docker;backend
determining the period of a number when dividing;backend
Splitting string when the parameter is backslash;backend
How to compare multiple dictionaries to find out duplicate keys and how many times they are repeated;backend
Condensed mutltiple if condition is equal to something in python;backend
Condensed mutltiple if condition is equal to something in python;backend
Overwrites file even when I use: open(“file”, “a”) [closed];backend
Python Best Practice: Better to use nested functions or private function syntax? [closed];backend
FontForge Module Not Found;backend
Reading credentials from one file into another;backend
To group number of data upto a certain limit;backend
How can I make a string and integer? [duplicate];backend
quote by placing > at start of line in python?;backend
How to generate surrogate key for source file(csv) in python;backend
Hangman with Python. ( version: 3.9.1 );backend
Docker Image errors;backend
I tried to implement collision and my game now refuses to load;backend
Create list of list where the split point are integers;backend
Only allow user to input certain words;backend
Pass a function that accepts multiple arguments as an argument to a function;backend
Check if there a string in a column containing numbers;backend
Iterate two maps using stream;backend
wondering how the function work step by step;backend
Visualize Monthly Map from Netcdf Data;backend
Concatenating multiple files python;backend
Way to add single quote character in string in constructing oracle query in python;backend
Having problems with making a chat in python;backend
Extract line from txt file using python;backend
make python .whl or .zip packages;backend
make python .whl or .zip packages;backend
“Transpose” an array after loads a json file in python?;backend
how to change timestamp column order in python?;backend
if xldate < 0.00: TypeError: '<' not supported between instances of 'str' and 'float' when read using xldate;backend
I am unable to run this .py file. Recieved many errors. Couldn't figure out what's happeneing;backend
Rock, paper, scissors: variable referenced before assignment;backend
how to detect pairs of array using python;backend
Python code for checking Legendre's conjecture over a range of numbers;backend
Bound mismatch: The type is not a valid substitute for the bounded parameter <E extends Comparable<E>> of the type;backend
java8 how to convert Future<T> to CompleteableFuture<T> [duplicate];backend
Unchecked call to 'add(E)' as a member of raw type 'java.util.ArrayList';backend
Can a Java method return different types based on conditions in the method?;backend
Calculate how many sub-sequence does a long string contain;backend
How to merge / combine the list element in Python [duplicate];backend
How to create list of tuple by distributing the key to every value element inside a Python dictionary?;backend
My code won't read the 10th row when i'm typing 10 and also how can i exit my program when i input negative number?;backend
Python word checker;backend
Why does “docker-compose” and “docker run” run in different containers;backend
Why does “docker-compose” and “docker run” run in different containers;backend
I am looking for a function which help to read string from a file after specific special character in python;backend
If Statement Doesnt Run As Expected;backend
File.getName vs Path.getFileName;backend
How to disallow any input value outside a given set using typing module;backend
How to import class from different script, where the class uses a global variable at initialization?;backend
Don't understand why code for digit sum isn't working;backend
Conditional sentence 'elif i=='Z' ' which is Invalid syntax [closed];backend
Random quotes are being added to my lists;backend
How can I print elements from same list in one line in 2 colors? [duplicate];backend
How can I print elements from same list in one line in 2 colors? [duplicate];backend
Python - why do I get this error converting date format? [duplicate];backend
Docker: start tmux session inside of dockerfile?;backend
Fastest way to generate space before string;backend
Duplicate Values in For Loop;backend
Java word frequency ordered by length then alphabetically;backend
How do I test my container in a Docker swarm within a CI environment?;backend
Why does my program change the boolean value,? [closed];backend
Determining a sublist containing elements with alternant sign for which the sums of absolute value of the elements is maximal;backend
Python - bson import error after upgrading to 3.9.1;backend
Why do I get “ValueError: too many values to unpack” when running this program?;backend
String extract using or on dataframes;backend
when i install pip install pyaudio its getting error [duplicate];backend
Trying to find probability for pair of numbers in list by running through function?;backend
Can I define how accessing python object (and not just its attributes) is handled?;backend
How should I write the error handling in this situation? I want the program to say that the file does not exist, and then run and ask again for a file [duplicate];backend
Encrypt a word line by line;backend
How to install vtkplotter with Python 3.8.5?;backend
Why is my code not showing any output? I am trying to use while loop to debug the error i was getting before it;backend
pytest brings up assertion error when using a string in the given function;backend
pytest brings up assertion error when using a string in the given function;backend
wrong with for loop and list in python [duplicate];backend
how to convert text file to dictionary in python wtih same key;backend
Converting Letters from String to Numbers;backend
None keyword parameter [closed];backend
The import java.security.MessageDigest cannot be resolved;backend
docker image prune not removing intermediate images [duplicate];backend
Zipfile: How to download a zipfile and save without extract?;backend
trying to get two floats out of a string python [duplicate];backend
If statement filtering with a * character inside the value;backend
Counting votes for an inputted amount of candidates - Python;backend
Docker Compose failing with file not found error pywintypes.error: (2, 'CreateFile', 'The system cannot find the file specified.') on windows;backend
TypeError: 'Job' object is not callable (Schedule package in Python);backend
How to merge two arrays into a new array [duplicate];backend
how to configure subproject in ptc integrity client?;backend
Getting Started in Docker;backend
How to count french characters?;backend
Unable to start cassandra in docker on windows;backend
How to create a function to print a word going in different directions (vertically, diagonally);backend
Why does this output the first element in the tuple?;backend
How do I replace quotation marks, brackets and numbers from array?;backend
Concatenate a float list with a string list from a table;backend
How does this try-catch works?;backend
docker load - unexpected EOF;backend
Reading from a text file in Python;backend
Version strings to float in python;backend
Multiplying the current value of a variable;backend
"How to solve this problem ""permission denied”, when I start `docker compose up`?";backend
How to modify the python script so that it prints upto only four decimals [duplicate];backend
Logic checking statements [duplicate];backend
Static int wont trigger remove frame or change panel;backend
securing website in ngnix using BASIC auth;backend
How to delete all duplicate element from an array without using any library or collection;backend
How to delete all duplicate element from an array without using any library or collection;backend
how to play an gTTS mp3 file by python;backend
How to extract query parameter by name from URL string correctly?;backend
How to pass variables to getattr;backend
How to Change directory to the python script directory [duplicate];backend
how to filter number in python in 'def';backend
Docker Compose Bash Command Not Working In YAML but Works Inside Container;backend
Order generator program;backend
back button goes to confirm form resubmission;backend
How to run particular code in particular time in python or trigger code in particular time? [duplicate];backend
Deep copy Object ArrayList in Java;backend
Count consecutive 1 [closed];backend
How to check if the first element of each tuple inside a list is a key of a dictionary?;backend
Is there a wrong implementation in the code or just bug in Python? [duplicate];backend
Can't seem to split a string in Python [duplicate];backend
what is behind the operator OR inside assignment operators? [duplicate];backend
How to make months not exceed 12;backend
Find the biggest value in a given list [duplicate];backend
How may I define more option in my question?;backend
Use features from different base dockers [duplicate];backend
Fixing a while-loop to only run once;backend
How do I append a matching element from a list to another list?;backend
How do I append a matching element from a list to another list?;backend
Effective way to “wrap” subclass methods;backend
Thermodynamics - VLE code for a binary mixture;backend
How to model special class instances in python;backend
How to remove duplicates from list of dictionaries? [duplicate];backend
Java unmodifiableMap can be replaced with 'Map.copyOf' call;backend
docker build issue with docker file: Jobber not working after adding a package;backend
How can I round long decimal numbers into 0.00 format [duplicate];backend
How to make endless While loop for checking a state?;backend
Python class with conditions [duplicate];backend
Multiple addants additionin a query using python;backend
How to Create new Autoincrement Column in to Dataframe in python;backend
Do these simple python functions I've made have a bug?;backend
cv2_imshow() takes 1 positional argument but 2 were given;backend
The better way to gather frontend and backend in Docker image, code for both lives in different code repo;backend
How to fix docker container after deleting overlay2 folder;backend
How to substract numbers from a text file to another?;backend
How to change my code according to the explanations below?;backend
Matrix duplicate extraction;backend
Is it called “composition” if we are using primitive data types?;backend
How should I enhance the working of my code for project euler problem 21?;backend
How can I remove zero numbers from the data in python? [closed];backend
OpenCv facial recognition app detection problem;backend
How can i write into csv file 2 different comments based on returned result using Python;backend
Is there a way to stop a program from running if an input is incorrect? Python;backend
Dealing with __file__ when both working in interpreter and excuting a Python script in a terminal;backend
Python group last elements in a list;backend
Expected string or bytes like object;backend
Is there a way to make index() return different indexes for duplicates?;backend
total all different numbers on one function that is looping;backend
How to check palindrome or not with data type number or string [closed];backend
How to get product without repeating elements;backend
Weird Function Return Effect in Python [duplicate];backend
Unknown label type: 'continuous', “Unknown label type: %r” %;backend
How to parse strings into variable/function/float/integer assignment/values?;backend
How do I loop through a java.io exception (502)?;backend
pyamiibo vs amiiboapi.com to lookup amiibo bin dump file;backend
How to extract the time from one column to different separate column in hours, minute and second;backend
Dockerfile - Creating non-root user almost doubles the image size;backend
Need help adding text after an output in python;backend
Python login limit;backend
Checking for missing days in python dictionary [closed];backend
Using brackets in defining variables in python;backend
How do I successfully close the While loop in this code? It seems to not recognize my break condition?;backend
How can I calculate the probability that two players different abilities will win a PARS squash game against each other? (Python);backend
Addition of variables;backend
Addition of variables;backend
Whenever I try to run this program, I get 'NameError: name 'dog_age' is not defined.' How do I fix this? [closed];backend
User input Zip File;backend
How do I send a character from a string that is NOT a letter or a number to the end of the string?;backend
Outputting tictactoe board;backend
How to write a method to add values to a certain variable? Java [duplicate];backend
Form a pyramid figure in Java using for loops;backend
ModuleNotFoundError: No module named 'xlxswriter';backend
Extract first word from string in Python;backend
Get value after blank line [closed];backend
Get value after blank line [closed];backend
What happens if you delete an object that holds another object?;backend
Cannot connect to Mysql using Docker;backend
To find a specified number in the given array list in python [closed];backend
How to get random item and random value from dictionary;backend
Python finding nth occurrence of forward slash;backend
Making Checkers in python with the module pygame but are running into some logic errors I don't want the code changed just this problem fixed;backend
Except function is giving me a syntax error [closed];backend
How do I throw an exception and scan again if the input is not bigDecimal?;backend
Separation of a splited string;backend
docker: 'notary' is not a docker command;backend
Missing 1 required positional argument: 'its';backend
Python creating list of lists from excel using openpyxl;backend
how to replace a special character;backend
Create arrays from randomly placed letters in Java [duplicate];backend
Create arrays from randomly placed letters in Java [duplicate];backend
from Kotlin to Java [closed];backend
convert to CNF without lleters but with numbers;backend
Python Hanging on Length and Split functions;backend
Why does pyheif crash on python import?;backend
python:How to modify globals inside functions with schelude?;backend
How python handle more than one separate python file run simultaneously?;backend
how to create a executable jar file which can execute the methods from other java classes in same package;backend
System modules path not set in conjunction with -source 14;backend
Can't login to docker private registry after updating SSL certificates;backend
Can't login to docker private registry after updating SSL certificates;backend
in python using re.py to extract from a substring error;backend
How to fetch multiple elements from List [duplicate];backend
The constructor is undefined in a simple exercice;backend
how can we compare Two Strings and remove duplicates [closed];backend
What does the error mean in my stream map?;backend
query about how to use the “raise” keyword in python;backend
How to print many lines on the same line in command prompt? [duplicate];backend
For loops won't nest;backend
AttributeError: 'Resource' object has no attribute 'spreadsheets';backend
Where do I go to learn to code complex programs? [closed];backend
Why does inlining f.read() cause this assertion? [duplicate];backend
How to check if three values are equal, and printing an output based on that;backend
same lines of code but giving different result;backend
What is the actual use of self in init in python? [duplicate];backend
Python-Using Random Choice to Prompt User-Adventure Game;backend
How to override method from the parent in multiple classes in the same way without creating class between parent and the child?;backend
How to convert [element, element, element] into [(1, element), (2, element), (3, element)];backend
ValueError: Could not find a format to read the specified file in mode 'i' using skimage;backend
What does this mean 'Parameters to generic types must be types'? [duplicate];backend
Error pops up about indented block. Need help to stop this error;backend
SyntaxError when pasting multiple lines in Python [duplicate];backend
Type mismatch: cannot convert from MobileElement to List<MobileElement>;backend
How to execute this code when error is lowest?;backend
Retaining a variable value over different method calls;backend
Mutually disjoint sets;backend
I keep getting this error for the colorgram module in Python;backend
Is there a way to get the path of a File with “/” instead of “\”?;backend
My last two elif/else statement wont execute, and I cant find out why? [duplicate];backend
Why does this code not output anything after getting user input?;backend
Need a patch to emulate Cricut CRV001;backend
Sampling data uniformly across labels;backend
java.util.InputMismatchException: error while trying to redirect txt file;backend
Why does a segment of code in java produce NaN when running?;backend
How to check if a line contains a string in Python;backend
pillow installation error in vs when using djngo;backend
Field isn't instantiated before use;backend
All posible combinations of numbers on a list;backend
Split a string variable into lines based on space between characters [closed];backend
How to implement Python code which include lengths of two lists and return matrix couples;backend
Is it possible to iterate through the *values* of the items of a dir()?;backend
I created a function that groups numbers from a list to a list based on their frequency and I need help optimizing it;backend
What does syntax like 'FT'[boolean] in Python?;backend
How to sort the top scores from an external text file with the names of the people who achieved those scores still linked? Python;backend
Find Value Using Selenium using a Variable that Contains String;backend
Random array with size, min and max value with short;backend
Why DateTimeFormatter doesn't work without optional separator after year?;backend
ArgParse: ValueError: Invalid file path or buffer object type: <class 'list'>;backend
How to extract specific content from the string value in python;backend
Python convert binary to int [duplicate];backend
pip freeze > requirements.txt creates the text file but the file is empty;backend
Python files not executed by command prompt;backend
how to call the c file with python;backend
I want to print the line in my textfile that starts with a specific license number, but this only prints out if the license number is in the 1st line;backend
Java how to get specific line and its number;backend
Create service in docker-compose.yml base on running container;backend
What causes this code not to compile correctly [closed];backend
Python ModuleNotFoundError: No module named 'src'. Problem with torch.distributed;backend
hp-sdn-client python library get_port_stat() isn't working;backend
Checking string for various (different) patterns;backend
Removing an element by index in a linked list;backend
how to extract word from string (TEXT/HTML) in java using either words or characters as reference to extracted [duplicate];backend
Adding a value to each of digit of a number;backend
What is getting selected as a value for this setter from this ternary operator?;backend
Int is not subscriptable [closed];backend
Can I ask the user to input any basic arithmetic equation without having to ask for every individual number to be computed?;backend
How do i get the desired output for recycling words;backend
TypeError: 'int' object is not callable? [duplicate];backend
Assigning a variable for each item in list [Python];backend
What is different between 11<8 == 34>67 and (11<8) == (34>67)? [duplicate];backend
How to extract string from response?;backend
Dockerfile ENV directive: can key contain a period? [duplicate];backend
If condition statement passes with wrong conditions in python;backend
Eradicate boilerplate;backend
How do I initialise a Python file_object without opening a file;backend
